L-QuaternionX,L-QuaternionY,L-QuaternionZ,L-QuaternionW,R-QuaternionX,R-QuaternionY,R-QuaternionZ,R-QuaternionW,
-0.4628031,-0.02994429,-0.01564467,0.8858171,-0.4587892,-0.0659649,-0.03417984,0.8854337
-0.4634327,-0.03091244,-0.01617925,0.885445,-0.4593565,-0.06698347,-0.03476598,0.8850403
-0.464595,-0.03230079,-0.0169612,0.8847714,-0.4604298,-0.06847003,-0.03564906,0.8843333
-0.4647384,-0.03033626,-0.0159343,0.8847848,-0.4604233,-0.06846928,-0.03564801,0.8843369
-0.4634444,-0.03031501,-0.0158666,0.8854652,-0.4591587,-0.06832336,-0.03544722,0.8850134
-0.4619562,-0.009313,-0.004851153,0.8868406,-0.4578229,-0.05731504,-0.02959302,0.8867003
-0.4615642,-0.009007421,-0.004686893,0.8870487,-0.4574702,-0.05696717,-0.02938373,0.8869117
-0.4379955,0.0001951463,9.50783E-05,0.8989772,-0.4356883,-0.03643174,-0.01765249,0.8991867
-0.4376693,0.0003757851,0.0001829196,0.8991359,-0.4353757,-0.03622534,-0.01753673,0.8993487
-0.4373643,0.0006536318,0.0003178919,0.8992842,-0.4350936,-0.03592481,-0.01737704,0.8995004
-0.4400393,0.0004542204,0.0002225831,0.8979784,-0.4375446,-0.03839466,-0.01870375,0.898182
-0.4447113,-0.005798767,-0.002879222,0.8956506,-0.4417049,-0.04574285,-0.02255736,0.8957096
-0.444549,-0.005698074,-0.002827936,0.895732,-0.4415537,-0.04562841,-0.02249116,0.8957916
-0.4440295,-0.006005748,-0.002976303,0.8959872,-0.4410451,-0.04589028,-0.02258827,0.8960263
-0.4444875,-0.007232935,-0.00358912,0.8957487,-0.4413261,-0.04824065,-0.02376806,0.8957339
-0.4546633,-0.008863356,-0.004524822,0.8906078,-0.4513189,-0.05085808,-0.02577451,0.8905394
-0.4538612,-0.009705964,-0.004944032,0.8910058,-0.4504781,-0.05161201,-0.02609694,0.8909122
-0.4534691,-0.0100587,-0.005118163,0.8912006,-0.4502896,-0.05016033,-0.02534661,0.8911121
-0.4564025,-0.006445457,-0.003306258,0.889744,-0.4532357,-0.04929554,-0.02511317,0.8896723
-0.4555178,-0.008207574,-0.004199938,0.890179,-0.4522683,-0.05095337,-0.02589139,0.8900487
